Timestamp,I have read the participant information and agree to take part in this survey.,Please provide the age range you belong to:,Where do you live?,Which language do you prefer for health information?,Which of the following digital healthcare services have you used in the past year?,How often do you use digital healthcare services?,Which platform do you use most often?,Overall Trust in Digital Healthcare Services [I trust digital and telehealth services for managing my healthcare needs.],Overall Trust in Digital Healthcare Services [I feel confident relying on digital healthcare services when medical help is needed.],Overall Trust in Digital Healthcare Services [I believe that digital healthcare providers generally act in my best interest regarding my health.],Trust-Building Factors: Data Privacy and Security [I believe my personal health information is kept private on digital healthcare platforms.],Trust-Building Factors: Data Privacy and Security [I feel my health data is protected from misuse or cyberattacks.],Trust-Building Factors: Data Privacy and Security [I am confident that the platform uses advanced encryption (secure technology) to store my medical records.],Trust-Building Factors: Data Transparency [Digital healthcare platforms clearly explain how my health data is used.],"Trust-Building Factors: Data Transparency [I can see which parties (doctor, lab, pharmacy) my health data is shared with.]",Trust-Building Factors: Data Transparency [I can see who has accessed my health records and when.],Trust-Building Factors: Consent and Control [I am asked for clear permission before my health data is collected or shared.],Trust-Building Factors: Consent and Control [I feel confident that I can withdraw my consent or delete my data from the platform whenever I choose.],"Trust-Building Factors: Consent and Control [I can choose which partners (lab, pharmacy, insurer) are allowed to see my data.]",Trust-Building Factors: Governance and Accountability [It is clear who is responsible if my health data is misused.],Trust-Building Factors: Governance and Accountability [There is an easy way to raise a complaint about my data or my care.],Trust-Building Factors: Governance and Accountability [Complaints I raise are tracked and resolved within a reasonable time.],Trust-Building Factors: Communication [The platform explains things in simple language that I understand.],"Trust-Building Factors: Communication [I receive timely updates at each step of my care (e.g., report ready, medicine dispatched).]",Trust-Building Factors: Communication [Messages from the platform feel respectful and caring.],Trust-Building Factors: Credibility and Social Proof [I trust digital healthcare services that are associated with certified doctors or hospitals.],Trust-Building Factors: Credibility and Social Proof [Seeing doctor qualifications on digital platforms increases my trust.],Trust-Building Factors: Credibility and Social Proof [Positive reviews and ratings from other patients significantly increase my trust in a digital doctor.],Trust-Building Factors: Credibility and Social Proof [Well-known digital healthcare platforms appear more trustworthy to me.],Trust-Building Factors: Credibility and Social Proof [I am more likely to trust a digital healthcare platform if it is recommended by friends or family.],Trust-Building Factors: Service Reliability [Digital healthcare platforms provide reliable medical advice.],Trust-Building Factors: Service Reliability [Online consultations through digital healthcare are generally accurate.],"Trust-Building Factors: Service Reliability [I trust that the platform will function smoothly without technical glitches (e.g., video freezing) during consultations.]",Trust Barriers / Concerns [I worry that my health data may be shared without my permission.],Trust Barriers / Concerns [I worry that my health data might be sold to third-party companies (like insurance or pharmaceutical firms) without my knowledge.],Trust Barriers / Concerns [I am concerned about incorrect diagnosis through online consultations.],Trust Barriers / Concerns [The lack of physical examination reduces my trust in digital healthcare services.],Trust Barriers / Concerns [I am concerned that important physical symptoms might be missed because the doctor cannot see me clearly through a screen.],Trust Barriers / Concerns [I fear online fraud while making payments on digital healthcare platforms.],Trust Barriers / Concerns [Hidden charges reduce my trust in digital healthcare services.],Trust Barriers / Concerns [Using digital healthcare platforms feels complicated for me.],"Trust Barriers / Concerns [I find the registration or login process for digital health apps frustrating, which lowers my trust in them.]",Future Intention and Adoption [I intend to continue using digital healthcare services in the future.],Future Intention and Adoption [I would recommend digital healthcare services to others.],Future Intention and Adoption [I plan to make digital healthcare my first option for minor health issues before visiting a physical clinic.],"Trust Barriers / Concerns [To show you are reading carefully, please select 'Agree' for this statement.]",Pricing [The pricing of digital healthcare services is clear and upfront.],Future Intention and Adoption [I am willing to use digital healthcare services more frequently if trust concerns are addressed.],Your overall experience with digital healthcare services can be rated as:
2026-01-24 10:53:20.368210,Yes,25-34,Metro city,Other,"Digital health monitoring apps (e.g. BP, fitness)",A few times a year,Apollo 24|7,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,Strongly Agree,Disagree,Neutral,Disagree,Neutral,Neutral,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Neutral,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Disagree,Strongly Disagree,Agree,Neutral,Agree,Neutral,Agree,,Neutral,Agree,Agree,Neutral,4
2026-01-24 11:52:01.821508,Yes,25-34,Metro city,English,None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-24 11:53:37.496597,Yes,18-24,Metro city,Marathi,"Online doctor consultations (video/chat), Viewing lab results/medical records online",Weekly,Apollo 24|7,Agree,Strongly Agree,Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Neutral,Agree,Agree,Agree,Strongly Disagree,Disagree,Disagree,Disagree,Neutral,Strongly Agree,Agree,Disagree,Agree,Neutral,Strongly Disagree,Strongly Disagree,Agree,Disagree,Strongly Agree,Neutral,Neutral,Neutral,Agree,Neutral,Disagree,Agree,Neutral,Disagree,Agree,Strongly Agree,Disagree,Strongly Disagree,Agree,Disagree,4
2026-01-24 13:13:13.234863,Yes,25-34,Rural / semi-urban,Hindi,"Online doctor consultations (video/chat), Online prescription refills/pharmacy services, Digital health monitoring apps (e.g. BP, fitness), Mental health/counselling via telehealth",A few times a year,Apollo 24|7,Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,Neutral,Agree,Neutral,Agree,Disagree,Disagree,Disagree,Strongly Disagree,Neutral,Neutral,Disagree,Strongly Disagree,Strongly Agree,Neutral,Disagree,Neutral,Neutral,Agree,Agree,Agree,Neutral,Disagree,Neutral,Strongly Agree,Agree,Agree,Neutral,Neutral,Neutral,Agree,Agree,Neutral,Strongly Agree,3
2026-01-24 13:20:07.354342,Yes,18-24,Metro city,Other,"Digital health monitoring apps (e.g. BP, fitness), Online prescription refills/pharmacy services, Viewing lab results/medical records online, Online doctor consultations (video/chat)",A few times a year,Tata 1mg,Neutral,Neutral,Neutral,Agree,Strongly Agree,Disagree,Agree,Agree,Agree,Neutral,Disagree,Neutral,Strongly Disagree,Strongly Disagree,Disagree,Neutral,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Disagree,Neutral,Disagree,Neutral,Strongly Agree,Agree,Neutral,Agree,Agree,Neutral,Agree,Agree,Agree,3
2026-01-24 13:27:25.642343,Yes,18-24,Tier-2 / Tier-3 city,Marathi,"Scheduling appointments online, Online prescription refills/pharmacy services",Weekly,Apollo 24|7,Disagree,Neutral,Disagree,Disagree,Agree,Agree,Strongly Agree,,Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Neutral,Neutral,Neutral,Strongly Disagree,Neutral,Disagree,Strongly Disagree,Agree,Agree,Neutral,Strongly Disagree,Neutral,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Strongly Disagree,Agree,Agree,Agree,Neutral,Strongly Disagree,Neutral,Strongly Agree,Neutral,4
2026-01-24 14:32:13.822837,Yes,55-64,Metro city,English,Online prescription refills/pharmacy services,Weekly,Practo,Agree,Agree,Neutral,Agree,Disagree,Agree,Agree,Agree,Neutral,Neutral,Agree,Strongly Agree,Disagree,Disagree,Neutral,Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Neutral,Disagree,Neutral,Agree,Agree,Neutral,Neutral,Neutral,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Neutral,Neutral,Agree,Agree,Agree,3
2026-01-24 14:42:27.341823,Yes,25-34,Tier-2 / Tier-3 city,Hindi,Online doctor consultations (video/chat),A few times a year,Hospital's own app,Disagree,Disagree,Disagree,Disagree,Neutral,Neutral,Disagree,Neutral,Neutral,Disagree,Disagree,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Neutral,Disagree,Disagree,Neutral,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Strongly Agree,Agree,Agree,Neutral,Neutral,Disagree,Agree,Strongly Disagree,Disagree,1
2026-01-24 17:25:29.073266,Yes,18-24,Rural / semi-urban,English,Online prescription refills/pharmacy services,A few times a year,Apollo 24|7,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Neutral,Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Strongly Disagree,Strongly Disagree,Disagree,Neutral,Agree,Neutral,Agree,Disagree,Neutral,Agree,Agree,Disagree,Strongly Agree,4
2026-01-24 17:53:51.455944,Yes,35-44,Metro city,English,"Scheduling appointments online, Viewing lab results/medical records online",A few times a year,Practo,Disagree,Disagree,Neutral,Neutral,Strongly Agree,Neutral,Strongly Disagree,Neutral,Neutral,Neutral,Strongly Agree,Agree,Disagree,Disagree,Neutral,Disagree,Strongly Disagree,Strongly Disagree,Agree,Agree,Agree,Disagree,Agree,Disagree,Neutral,Neutral,Strongly Disagree,Disagree,Disagree,Agree,Neutral,Strongly Agree,Strongly Agree,Agree,Neutral,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,3
2026-01-24 18:02:41.231342,Yes,18-24,Metro city,English,Mental health/counselling via telehealth,Monthly,Apollo 24|7,Neutral,Agree,Neutral,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Agree,Neutral,Neutral,Disagree,Neutral,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Strongly Disagree,Disagree,Agree,Agree,Strongly Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Neutral,Disagree,Agree,Neutral,Neutral,4
2026-01-24 20:33:11.452175,Yes,25-34,Rural / semi-urban,English,None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-24 20:56:34.596725,Yes,18-24,Metro city,Marathi,"Digital health monitoring apps (e.g. BP, fitness), Online doctor consultations (video/chat), Online prescription refills/pharmacy services, Scheduling appointments online",Monthly,PharmEasy,Agree,Neutral,Agree,Disagree,Neutral,Disagree,Disagree,Neutral,Agree,Agree,Neutral,Disagree,Agree,Disagree,Neutral,Agree,Disagree,Neutral,Strongly Agree,Strongly Agree,Agree,,Agree,Neutral,Disagree,Neutral,Neutral,Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,Disagree,3
2026-01-24 20:57:07.945883,Yes,25-34,Rural / semi-urban,English,"Viewing lab results/medical records online, Online doctor consultations (video/chat), Scheduling appointments online",A few times a year,Apollo 24|7,Disagree,Disagree,Neutral,Disagree,Neutral,Neutral,Disagree,Disagree,Agree,Agree,Agree,Disagree,Neutral,Agree,Disagree,Agree,Neutral,Neutral,Strongly Agree,Agree,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Strongly Agree,Strongly Agree,Disagree,Agree,Disagree,Neutral,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,3
2026-01-24 21:16:58.347558,Yes,25-34,Rural / semi-urban,Marathi,"Viewing lab results/medical records online, Online doctor consultations (video/chat)",Monthly,Apollo 24|7,Disagree,Disagree,Neutral,Agree,Agree,Neutral,Neutral,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Disagree,Neutral,Neutral,Strongly Agree,Neutral,Agree,Agree,Agree,Agree,Disagree,Neutral,Disagree,Neutral,Neutral,Neutral,Disagree,Strongly Disagree,Disagree,Disagree,Disagree,Neutral,Neutral,Agree,Agree,Neutral,Neutral,Disagree,Agree,Strongly Agree,Disagree,4
2026-01-24 22:40:09.141165,Yes,18-24,Rural / semi-urban,Hindi,"Scheduling appointments online, Online doctor consultations (video/chat), Online prescription refills/pharmacy services",A few times a year,Tata 1mg,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Disagree,Agree,Agree,Neutral,Disagree,Disagree,Disagree,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Strongly Disagree,Neutral,Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Neutral,4
2026-01-25 01:02:43.671785,Yes,45-54,Rural / semi-urban,Hindi,"Online prescription refills/pharmacy services, Online doctor consultations (video/chat), Viewing lab results/medical records online, Scheduling appointments online",Monthly,PharmEasy,Agree,Agree,Neutral,Neutral,Neutral,Agree,Agree,Neutral,Disagree,Agree,Agree,,Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Strongly Agree,Disagree,Neutral,Strongly Agree,Agree,Strongly Disagree,Disagree,Neutral,Neutral,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Neutral,Disagree,Agree,Neutral,Strongly Agree,4
2026-01-25 03:09:57.705748,Yes,25-34,Metro city,Marathi,"Viewing lab results/medical records online, Online prescription refills/pharmacy services",A few times a year,Other,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Agree,Disagree,Neutral,Agree,Disagree,Disagree,Neutral,Neutral,,Disagree,Neutral,Agree,Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Neutral,Agree,Strongly Agree,Agree,Neutral,Disagree,Neutral,Disagree,Neutral,Neutral,Neutral,Neutral,Disagree,Agree,Agree,Agree,Agree,Strongly Disagree,Neutral,4
2026-01-25 08:56:33.509117,Yes,25-34,Tier-2 / Tier-3 city,Hindi,"Viewing lab results/medical records online, Online doctor consultations (video/chat)",A few times a year,PharmEasy,Strongly Agree,Agree,Agree,Neutral,Neutral,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Neutral,Agree,Strongly Agree,Disagree,Neutral,Disagree,Neutral,Agree,Neutral,Strongly Agree,Neutral,Strongly Agree,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Disagree,Agree,Agree,Disagree,3
2026-01-25 12:28:31.103834,Yes,18-24,Metro city,English,Online doctor consultations (video/chat),Daily/Almost Daily,Apollo 24|7,Strongly Agree,Strongly Agree,Agree,Disagree,Neutral,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Neutral,Neutral,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Neutral,Neutral,Agree,Agree,Neutral,Agree,Strongly Agree,Disagree,Strongly Disagree,Agree,Strongly Agree,Neutral,Strongly Agree,Neutral,Neutral,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,5
2026-01-25 13:13:07.853518,Yes,18-24,Metro city,Hindi,"Online doctor consultations (video/chat), Digital health monitoring apps (e.g. BP, fitness)",Daily/Almost Daily,Practo,Agree,Agree,Agree,Agree,Neutral,Agree,Neutral,Agree,Strongly Agree,Agree,Agree,Agree,Disagree,Neutral,Neutral,Disagree,Disagree,Neutral,Agree,Neutral,Neutral,Agree,Neutral,Agree,Agree,Agree,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Neutral,Disagree,Neutral,Agree,Agree,Agree,Disagree,Strongly Disagree,4
2026-01-25 16:47:53.255489,Yes,25-34,Rural / semi-urban,Hindi,"Viewing lab results/medical records online, Scheduling appointments online, Digital health monitoring apps (e.g. BP, fitness)",A few times a year,Tata 1mg,Neutral,Neutral,Agree,Agree,Disagree,Strongly Agree,Disagree,Neutral,Disagree,Strongly Disagree,Disagree,Neutral,Strongly Agree,Neutral,Strongly Disagree,Agree,Disagree,Neutral,Strongly Disagree,Neutral,Strongly Agree,Disagree,Neutral,Neutral,Strongly Disagree,Strongly Disagree,Disagree,Strongly Agree,Disagree,Neutral,Disagree,Disagree,Disagree,Strongly Agree,Disagree,Neutral,Strongly Disagree,Disagree,Neutral,Agree,Strongly Disagree,1
2026-01-25 18:27:26.763283,Yes,18-24,Metro city,English,"Online doctor consultations (video/chat), Online prescription refills/pharmacy services",Monthly,Practo,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Disagree,Neutral,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Neutral,5
2026-01-26 12:32:13.230147,Yes,18-24,Metro city,English,"Online doctor consultations (video/chat), Viewing lab results/medical records online",A few times a year,Apollo 24|7,Neutral,Strongly Agree,Strongly Disagree,Strongly Disagree,Neutral,Strongly Disagree,Neutral,Agree,Disagree,Strongly Disagree,Agree,Disagree,Agree,Disagree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Neutral,Disagree,Neutral,Strongly Disagree,Disagree,Disagree,Agree,Disagree,Agree,Strongly Disagree,Strongly Agree,Disagree,Disagree,Strongly Disagree,Strongly Agree,Agree,Strongly Disagree,Agree,Strongly Disagree,Neutral,Strongly Agree,Agree,Neutral,1
2026-01-26 15:44:25.312106,Yes,25-34,Rural / semi-urban,Hindi,"Online doctor consultations (video/chat), Online prescription refills/pharmacy services, Viewing lab results/medical records online",Daily/Almost Daily,Tata 1mg,Agree,Agree,Agree,Disagree,Disagree,Disagree,Strongly Disagree,Neutral,Strongly Disagree,Neutral,Agree,Neutral,Agree,Disagree,Agree,Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Strongly Disagree,Neutral,Agree,Disagree,Neutral,Strongly Agree,Strongly Agree,Neutral,Agree,Neutral,Strongly Agree,Agree,Neutral,Neutral,Agree,Neutral,Neutral,Agree,Strongly Agree,Neutral,3
2026-01-26 17:05:04.451409,Yes,18-24,Rural / semi-urban,Marathi,None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-26 17:31:00.522782,Yes,35-44,Metro city,Hindi,"Scheduling appointments online, Mental health/counselling via telehealth, Digital health monitoring apps (e.g. BP, fitness)",A few times a year,eSanjeevani,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Neutral,Disagree,Disagree,Agree,Agree,Strongly Agree,Neutral,Strongly Agree,Neutral,Strongly Agree,Agree,Agree,Disagree,Neutral,Neutral,Neutral,Strongly Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Neutral,Agree,Disagree,Neutral,5
2026-01-26 18:09:57.632086,Yes,18-24,Rural / semi-urban,English,"Online doctor consultations (video/chat), Scheduling appointments online",Monthly,Hospital's own app,Strongly Disagree,Strongly Disagree,Neutral,Neutral,Agree,Agree,Strongly Agree,Neutral,Agree,Agree,Neutral,Neutral,Disagree,Disagree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Neutral,Neutral,Neutral,Agree,Neutral,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Disagree,Strongly Agree,Neutral,Neutral,Agree,Neutral,Agree,Neutral,Agree,1
2026-01-26 19:05:46.516977,Yes,35-44,Tier-2 / Tier-3 city,Marathi,"Digital health monitoring apps (e.g. BP, fitness)",Weekly,Practo,Agree,Agree,Strongly Agree,Neutral,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Agree,Neutral,Strongly Disagree,Disagree,Neutral,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Neutral,Disagree,Disagree,Agree,Agree,Neutral,Neutral,Agree,Agree,Agree,Agree,Agree,Strongly Disagree,Neutral,Disagree,Agree,Strongly Agree,Agree,3
2026-01-26 20:11:53.627806,Yes,18-24,Tier-2 / Tier-3 city,Hindi,"Online prescription refills/pharmacy services, Viewing lab results/medical records online",Monthly,Practo,Disagree,Neutral,Neutral,Neutral,Neutral,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,Neutral,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Agree,Agree,Agree,Neutral,Neutral,Agree,Agree,Strongly Disagree,Disagree,2
2026-01-26 21:56:00.961072,Yes,45-54,Metro city,Hindi,"Scheduling appointments online, Online doctor consultations (video/chat), Online prescription refills/pharmacy services",A few times a year,Tata 1mg,Disagree,Disagree,Neutral,Neutral,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Disagree,Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Agree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Disagree,Neutral,Strongly Agree,Neutral,Strongly Disagree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,4
2026-01-26 22:47:54.468266,Yes,45-54,Metro city,English,"Digital health monitoring apps (e.g. BP, fitness), Scheduling appointments online, Viewing lab results/medical records online",A few times a year,Practo,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Disagree,Disagree,Neutral,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Neutral,Disagree,Neutral,Neutral,Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree,Neutral,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Disagree,Disagree,Strongly Disagree,Agree,Agree,Neutral,2
2026-01-26 23:00:08.668141,Yes,25-34,Metro city,Hindi,"Online doctor consultations (video/chat), Online prescription refills/pharmacy services, Viewing lab results/medical records online",Monthly,eSanjeevani,Neutral,Strongly Agree,Neutral,Agree,Disagree,Agree,Agree,Agree,Neutral,Agree,Agree,Neutral,Disagree,Neutral,Neutral,Neutral,Disagree,Neutral,Strongly Disagree,Neutral,Disagree,Neutral,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Neutral,Neutral,Neutral,Disagree,Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Disagree,Neutral,Agree,Neutral,Strongly Disagree,4
2026-01-26 23:06:34.499554,Yes,25-34,Metro city,English,"Digital health monitoring apps (e.g. BP, fitness), Online doctor consultations (video/chat)",A few times a year,Practo,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Neutral,Neutral,Neutral,Agree,Disagree,Neutral,Neutral,Neutral,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Neutral,Disagree,Disagree,Disagree,Neutral,Disagree,Agree,Neutral,Neutral,Neutral,Agree,Strongly Agree,Agree,Disagree,Neutral,Agree,Agree,Neutral,3
2026-01-27 00:18:54.606440,Yes,Under 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-27 00:32:35.194402,Yes,35-44,Metro city,Hindi,"Digital health monitoring apps (e.g. BP, fitness), Online doctor consultations (video/chat)",A few times a year,eSanjeevani,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Agree,Neutral,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Agree,Agree,Agree,Neutral,Disagree,Neutral,Neutral,Strongly Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Neutral,Neutral,3
2026-01-27 01:20:00.580648,Yes,25-34,Metro city,Other,"Online prescription refills/pharmacy services, Digital health monitoring apps (e.g. BP, fitness), Mental health/counselling via telehealth",Monthly,Apollo 24|7,Neutral,Neutral,Neutral,Disagree,Disagree,Neutral,Disagree,Neutral,Neutral,Disagree,Agree,Neutral,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Agree,Strongly Agree,Neutral,Neutral,Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Neutral,Agree,Agree,Agree,Neutral,Disagree,Disagree,Agree,Agree,Agree,Disagree,4
2026-01-27 02:47:48.202769,Yes,18-24,Metro city,Hindi,None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-27 02:52:05.407910,Yes,25-34,Metro city,English,"Viewing lab results/medical records online, Online doctor consultations (video/chat), Digital health monitoring apps (e.g. BP, fitness)",A few times a year,Tata 1mg,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Neutral,Neutral,Strongly Agree,,Neutral,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Neutral,Strongly Disagree,Strongly Agree,Strongly Disagree,Disagree,Disagree,Neutral,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Neutral,Disagree,Agree,Neutral,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,Neutral,Neutral,Disagree,Agree,Neutral,Neutral,Disagree,3
2026-01-27 03:08:39.611086,Yes,Under 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-27 05:16:00.223583,Yes,25-34,Tier-2 / Tier-3 city,Marathi,"Scheduling appointments online, Online doctor consultations (video/chat)",A few times a year,PharmEasy,Agree,Agree,Neutral,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Neutral,Disagree,Disagree,Disagree,Agree,Neutral,Neutral,Strongly Agree,Disagree,Disagree,Agree,Disagree,Neutral,Neutral,Neutral,Disagree,Agree,Neutral,Disagree,Strongly Agree,Strongly Agree,Disagree,Neutral,Disagree,Agree,Neutral,Agree,3
2026-01-27 05:34:22.247644,Yes,25-34,Metro city,English,"Online doctor consultations (video/chat), Scheduling appointments online, Online prescription refills/pharmacy services",Weekly,Tata 1mg,Neutral,Agree,Disagree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Agree,Strongly Agree,Agree,Agree,Agree,Disagree,Strongly Disagree,Neutral,Agree,Agree,Agree,Neutral,Neutral,Disagree,Agree,Disagree,Disagree,Agree,Strongly Agree,Neutral,4
2026-01-27 06:13:08.180640,Yes,35-44,Tier-2 / Tier-3 city,Hindi,"Viewing lab results/medical records online, Digital health monitoring apps (e.g. BP, fitness), Online prescription refills/pharmacy services",Weekly,Apollo 24|7,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,Disagree,Disagree,Disagree,Neutral,Neutral,Disagree,Neutral,Disagree,Disagree,Neutral,Strongly Disagree,Neutral,Neutral,Neutral,Strongly Disagree,Agree,Neutral,Agree,Neutral,Agree,Disagree,Disagree,Agree,Neutral,Strongly Disagree,Agree,Strongly Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Neutral,Agree,2
